emp_id,sector,soc_code,theoretical_exposure_pct,augmentation_potential_pct,realized_coverage_idx,is_remote_eligible,skill_transferability_score,org_ai_maturity_stage,task_codifiability_score,education_mismatch_idx,displacement_occurred
10281,Education,25-2011.00,29.81,22.92,0.3743,False,0.2323,2,0.6451,1.0,False
10282,Office Support,43-4171.00,83.58,27.48,0.8153,True,0.7046,1,0.8189,0.5599,True
10283,Office Support,29-1211.00,70.15,5.77,0.7639,True,0.4898,2,0.8701,0.3803,True
10284,Office Support,53-3053.00,77.08,18.21,0.7778,True,0.667,1,0.8085,0.8619,True
10285,Office Support,19-2011.00,100.0,16.07,0.9244,False,0.6893,2,0.8053,0.7129,True
10286,Office Support,45-2093.00,81.66,6.1,0.9376,False,0.8225,1,0.5823,0.3726,False
10287,Arts & Design,39-1014.00,49.94,26.2,0.5656,False,0.4314,2,0.608,0.2641,True
10288,Production,45-2091.00,0.0,28.08,0.0,False,0.7788,1,0.83,0.6139,False
10289,Production,51-9111.00,2.3,15.44,0.0,False,0.0452,2,1.0,0.4259,False
10290,Office Support,47-2161.00,76.43,21.03,0.9111,False,0.2437,1,0.6726,0.5352,True
10291,Technology/Computer,25-1031.00,33.99,44.34,0.3536,True,0.3804,5,0.8548,0.2675,True
10292,Office Support,27-4011.00,73.86,23.24,0.7103,True,0.5884,1,0.7107,0.4678,True
10293,Production,53-7031.00,6.85,6.9,0.107,False,0.4079,5,0.508,0.1498,False
10294,Healthcare Practitioners,31-9094.00,8.25,21.62,0.0278,False,0.9631,5,0.4852,0.9609,False
10295,Office Support,51-9071.00,77.14,21.85,0.8288,False,0.4564,3,0.7246,0.0539,False
10296,Office Support,51-8099.01,85.62,31.56,0.8568,False,0.0062,2,0.8055,0.9372,False
10297,Office Support,49-9069.00,68.45,16.4,0.8839,True,0.7275,5,0.5979,0.3762,True
10298,Office Support,23-1023.00,65.72,30.03,0.539,True,0.248,3,0.8812,0.2289,True
10299,Production,47-2072.00,31.55,27.13,0.3454,False,0.2365,2,0.7125,0.7326,False
10300,Office Support,47-2053.00,77.73,27.52,0.7264,True,0.8511,1,0.4867,0.2567,True
10301,Office Support,47-5071.00,67.43,16.38,0.6404,False,0.4929,2,0.8338,0.6195,False
10302,Management,43-6014.00,10.58,20.57,0.0393,True,0.4407,3,0.6168,0.3282,False
10303,Office Support,31-9091.00,78.24,24.18,0.8895,True,0.2738,1,0.8037,1.0,True
10304,Construction,47-4011.00,0.0,13.42,0.0378,True,0.2669,1,0.7503,0.3181,False
10305,Sales,33-9099.02,31.66,40.5,0.3583,False,0.3359,4,0.6554,0.663,False
10306,Office Support,47-2041.00,93.24,27.33,0.8965,True,0.6671,3,0.551,0.0922,True
10307,Technology/Computer,49-2011.00,30.28,38.29,0.4487,True,0.4178,3,0.5845,0.751,True
10308,Office Support,43-9031.00,73.7,17.49,0.6721,False,0.4274,3,0.5326,1.0,False
10309,Construction,47-2111.00,1.75,5.59,0.0253,False,0.4226,2,0.7403,0.4718,False
10310,Life/Physical Science,19-4099.00,0.0,27.54,0.0147,True,0.7177,2,0.0,0.8783,False
10311,Office Support,53-1042.01,60.5,10.92,0.6392,False,0.3116,1,0.8434,0.447,False
10312,Production,51-6042.00,33.65,10.17,0.2966,False,0.1423,3,0.4942,0.6069,False
10313,Technology/Computer,15-1299.06,26.58,51.17,0.4792,True,0.5077,2,0.2262,0.0607,False
10314,Office Support,39-3091.00,77.82,19.45,0.8914,True,0.0633,1,0.658,0.7863,True
10315,Life/Physical Science,19-4013.00,16.46,31.65,0.128,False,0.6844,2,0.6515,0.18,False
10316,Office Support,15-2021.00,78.77,16.27,0.7945,True,0.6008,1,0.6685,0.7593,True
10317,Healthcare Practitioners,21-1013.00,3.56,17.11,0.0714,False,0.3124,2,0.5842,0.2988,False
10318,Architecture & Engineering,17-2112.00,6.23,25.47,0.0,True,0.7519,2,0.5871,0.4096,False
10319,Production,51-8013.00,6.57,10.04,0.0,False,0.6247,2,0.7703,0.5914,False
10320,Office Support,53-1041.00,55.29,18.92,0.6156,True,0.0223,1,0.8186,0.6218,True
10321,Architecture & Engineering,17-2051.01,5.02,29.7,0.0,True,0.2645,4,0.7512,0.7894,False
10322,Office Support,19-4012.00,68.26,9.7,0.7206,True,0.1943,3,0.7513,0.1395,True
10323,Office Support,13-1041.08,74.39,29.54,0.7714,True,0.2372,2,0.7926,0.5608,False
10324,Architecture & Engineering,17-2199.11,18.95,32.52,0.3569,False,0.2163,1,1.0,0.2224,False
10325,Office Support,37-3011.00,68.26,19.04,0.6893,True,0.4418,1,0.4936,0.6277,True
10326,Healthcare Practitioners,29-2036.00,5.9,29.92,0.1191,False,0.1044,2,0.808,0.715,False
10327,Office Support,51-7032.00,76.08,22.94,0.8372,False,0.4139,2,0.7303,0.2915,False
10328,Office Support,19-3039.02,86.2,5.67,0.7734,True,0.6426,3,0.7543,0.3845,True
10329,Office Support,27-4021.00,81.25,21.12,0.8277,True,0.8583,2,0.8105,0.8629,False
10330,Office Support,43-5111.00,69.47,14.41,0.5038,True,0.5247,2,0.829,0.3819,True
10331,Sales,43-4181.00,23.93,37.25,0.0515,False,0.27,2,0.7363,0.5175,False
10332,Technology/Computer,55-3019.00,16.61,41.5,0.1071,True,0.4473,3,0.2711,0.6404,False
10333,Office Support,49-9099.00,63.49,17.61,0.6423,True,0.3424,3,0.4884,0.5859,True
10334,Technology/Computer,27-3041.00,35.57,49.95,0.4361,True,0.6361,2,0.5385,0.5915,True
10335,Production,51-9051.00,17.44,33.98,0.2372,False,0.4902,2,0.7121,0.227,False
10336,Production,47-5041.00,6.75,4.82,0.1173,False,0.7117,2,0.8439,1.0,False
10337,Management,11-9081.00,12.13,27.71,0.1893,True,0.5911,4,0.8159,0.9221,False
10338,Business & Financial,15-2031.00,40.53,46.31,0.4153,False,0.4936,4,0.5596,0.8836,True
10339,Office Support,53-6041.00,63.69,15.84,0.6575,True,0.8924,1,0.7599,0.6589,True
10340,Production,51-4072.00,13.38,10.11,0.1151,False,0.6565,1,0.5406,0.2736,False
10341,Office Support,27-4011.00,69.79,10.15,0.6477,True,0.5203,5,0.7468,0.9645,True
10342,Office Support,53-6051.07,62.16,16.24,0.6907,True,0.0517,3,0.6418,0.0,True
10343,Office Support,55-1016.00,71.02,12.13,0.7146,False,0.5355,1,0.7897,0.8152,False
10344,Office Support,51-9083.00,67.02,40.02,0.5905,True,0.4991,1,0.5969,0.9419,True
10345,Office Support,47-2151.00,66.83,20.71,0.6228,True,0.6871,3,0.7923,0.4071,True
10346,Office Support,45-2093.00,82.89,15.39,0.76,True,0.907,5,0.7581,0.5524,False
10347,Office Support,23-1012.00,56.18,18.86,0.6323,True,0.5628,2,0.5197,0.225,True
10348,Office Support,25-9049.00,93.41,37.79,0.8322,True,0.3805,3,0.9764,0.5999,True
10349,Management,27-2041.00,23.46,24.64,0.1462,True,0.674,2,0.7447,0.6505,False
10350,Office Support,21-1029.00,81.78,19.11,0.6812,True,0.6442,3,0.7955,0.4132,True
10351,Architecture & Engineering,15-1299.07,7.89,24.26,0.0,True,0.0,3,0.0496,0.3373,False
10352,Office Support,41-2012.00,96.58,10.55,1.0,False,0.7676,1,0.7084,0.7661,False
10353,Office Support,37-2019.00,74.08,18.45,0.8434,False,0.2906,1,0.8191,1.0,False
10354,Production,51-4041.00,26.31,8.76,0.2674,False,0.5783,4,0.8226,1.0,False
10355,Office Support,47-2082.00,78.31,19.2,0.9336,True,0.6158,1,0.6846,0.3418,True
10356,Management,11-9199.00,1.09,19.26,0.0175,True,0.3267,3,0.1527,0.3211,False
10357,Production,47-5049.00,22.59,23.76,0.298,False,0.5751,1,0.1411,0.3033,False
10358,Office Support,41-2011.00,72.1,32.28,0.8984,True,0.2875,2,0.4012,0.2681,True
10359,Office Support,51-9199.00,75.38,0.28,0.6861,True,0.7489,3,0.8168,0.6046,True
10360,Office Support,27-2042.00,75.89,22.74,0.6497,True,0.3592,2,0.6579,0.705,True
10361,Business & Financial,13-1161.00,34.56,36.63,0.3225,False,0.5106,2,0.7537,0.4911,False
10362,Production,47-5011.00,27.41,25.67,0.3196,False,0.9545,1,0.5639,0.7687,False
10363,Office Support,47-2081.00,65.05,9.19,0.6375,True,0.8457,3,0.5246,0.4383,False
10364,Office Support,31-9095.00,63.48,27.79,0.5264,True,0.2372,2,0.6839,0.6898,True
10365,Office Support,55-1012.00,62.47,21.84,0.618,True,0.3084,5,0.626,0.2373,False
10366,Technology/Computer,15-1242.00,55.02,51.37,0.5348,True,0.4261,2,0.6689,0.5843,True
10367,Arts & Design,27-4099.00,13.83,28.35,0.1467,True,0.6234,5,0.0344,0.0,False
10368,Management,11-2022.00,5.62,17.42,0.1191,True,0.4791,5,0.8614,0.7716,False
10369,Healthcare Practitioners,29-1141.01,24.89,18.72,0.1445,False,0.5272,2,0.8733,0.4237,False
10370,Office Support,33-3031.00,74.83,27.52,0.781,False,0.6619,4,0.8571,0.1001,False
10371,Office Support,53-4031.00,54.43,11.49,0.5115,True,1.0,2,0.5834,0.5994,False
10372,Technology/Computer,33-9093.00,31.0,44.56,0.4226,True,0.3588,3,0.7324,0.2686,True
10373,Office Support,21-1092.00,71.93,3.29,0.6908,True,0.8582,1,0.8958,0.544,True
10374,Education,25-1067.00,20.79,28.26,0.3131,False,0.5899,2,0.7956,0.235,False
10375,Technology/Computer,13-1199.04,7.78,59.29,0.0,False,0.502,2,0.6239,0.4659,False
10376,Technology/Computer,27-3043.05,58.01,48.03,0.4834,False,0.0879,2,0.7501,0.5335,False
10377,Healthcare Practitioners,29-9021.00,22.56,17.54,0.2038,False,0.7822,2,0.215,0.4493,False
10378,Office Support,51-9071.06,62.37,22.6,0.7093,False,0.7422,2,0.5823,0.3627,False
10379,Technology/Computer,47-4011.01,25.41,33.55,0.1988,True,0.9928,5,0.7738,0.9595,False
10380,Production,51-4041.00,8.86,17.33,0.0965,False,0.3947,1,0.5334,0.8091,False
10381,Office Support,47-5099.00,70.75,29.77,0.6243,True,0.4551,3,0.6199,0.8096,True
10382,Office Support,39-5092.00,84.7,26.24,0.8013,True,0.1082,3,0.5175,0.5896,True
10383,Production,53-7021.00,10.35,3.49,0.0978,False,0.7029,2,0.7756,0.07,False
10384,Technology/Computer,15-1242.00,33.81,54.15,0.4829,True,0.4889,2,0.7544,0.2435,False
10385,Office Support,47-2022.00,63.32,30.42,0.7035,True,0.3983,2,0.6974,0.6893,False
10386,Education,25-3099.00,34.11,31.89,0.2872,False,0.6075,1,0.462,0.6788,False
10387,Production,51-4032.00,0.0,12.48,0.0,False,0.5617,4,0.6325,0.7232,False
10388,Office Support,49-3023.00,80.69,12.74,0.8371,True,0.9734,3,0.7377,0.633,False
10389,Office Support,49-2093.00,72.89,25.25,0.7484,True,0.4845,1,0.6632,0.3936,True
10390,Office Support,51-3021.00,50.79,32.65,0.3994,True,0.6699,3,0.6727,0.7135,False
10391,Production,51-2031.00,26.55,18.91,0.3032,False,0.2356,1,0.5025,0.5783,False
10392,Production,51-2031.00,34.04,17.99,0.4228,False,0.3757,2,0.6455,0.3293,True
10393,Healthcare Practitioners,29-1141.04,10.81,27.61,0.1001,False,0.8378,1,0.9459,0.6985,False
10394,Office Support,13-1031.00,75.02,16.27,0.6746,True,0.596,3,0.6715,0.3495,True
10395,Management,11-3012.00,11.97,36.51,0.2111,True,0.6045,3,0.8501,0.2519,False
10396,Office Support,51-4062.00,81.48,26.6,0.9132,True,0.85,2,0.6428,0.72,True
10397,Architecture & Engineering,17-2031.00,13.14,29.18,0.0191,False,0.8175,1,1.0,0.4226,False
10398,Office Support,29-1241.00,57.31,7.16,0.6217,False,0.4975,3,1.0,0.4582,True
10399,Food Service,35-2013.00,6.68,9.25,0.2046,False,0.3171,2,0.5165,0.5492,False
10400,Technology/Computer,47-5051.00,26.83,33.47,0.2755,False,0.4965,1,0.716,0.7029,False
10401,Office Support,53-4031.00,89.73,22.89,0.9846,True,0.4897,2,0.7461,0.1662,True
10402,Office Support,49-2092.00,69.16,16.77,0.8449,True,0.3016,2,0.7698,0.5099,False
10403,Arts & Design,27-1014.00,31.03,36.26,0.2632,True,0.0906,3,0.6972,0.9571,False
10404,Office Support,51-9141.00,87.07,29.85,0.9413,True,0.4994,2,0.6967,0.445,True
10405,Management,11-9051.00,22.53,27.23,0.2557,True,0.4575,1,0.8296,0.4967,True
10406,Production,51-4021.00,32.88,14.74,0.3608,False,0.3193,1,0.6211,0.3751,False
10407,Office Support,29-1223.00,90.77,15.67,0.8887,True,0.1288,4,0.7421,0.3956,True
10408,Office Support,19-4031.00,87.31,27.54,0.8573,True,0.523,1,0.8683,0.8755,True
10409,Office Support,33-3031.00,63.55,22.84,0.6398,True,0.7082,2,0.7704,0.7576,False
10410,Office Support,29-1024.00,76.06,28.25,0.9305,False,0.4208,1,0.8771,1.0,False
10411,Office Support,39-4021.00,86.62,19.04,0.8684,True,0.0,3,0.5717,0.4064,True
10412,Office Support,51-4061.00,83.39,28.66,0.6128,True,0.8785,3,0.7395,0.6316,False
10413,Office Support,29-1041.00,68.27,27.91,0.7317,False,0.3225,1,0.8946,0.7553,False
10414,Production,51-9041.00,20.65,18.45,0.1977,False,0.2537,3,0.72,0.5637,False
10415,Office Support,11-9031.00,76.77,31.06,0.8373,False,0.5105,1,0.6352,0.8528,False
10416,Construction,51-7011.00,10.91,10.41,0.0,False,0.5158,3,0.7835,0.7761,False
10417,Office Support,55-3013.00,78.46,22.93,0.9103,True,0.4147,2,0.7939,0.2765,True
10418,Healthcare Practitioners,29-2011.00,29.64,21.85,0.3903,True,0.1763,1,0.8707,0.095,False
10419,Healthcare Practitioners,29-1141.00,19.69,25.24,0.2005,False,0.1844,2,0.8453,0.9896,False
10420,Office Support,17-2072.01,78.09,32.94,0.7372,True,0.269,3,0.5959,0.9494,True
10421,Technology/Computer,33-9094.00,20.02,58.29,0.1251,True,0.9972,2,0.133,0.2023,False
10422,Protective Service,33-9099.00,0.0,13.6,0.0,True,0.4744,4,0.0,0.6151,False
10423,Education,25-2059.00,4.81,24.05,0.0,False,0.344,4,0.1711,0.0,False
10424,Management,11-9199.10,5.43,25.64,0.0598,True,0.8311,1,0.8468,0.0,False
10425,Office Support,29-1127.00,73.17,37.1,0.7241,True,0.8208,1,0.7653,0.5183,True
10426,Production,49-9095.00,13.74,21.9,0.0841,False,0.913,3,1.0,0.07,False
10427,Office Support,43-5031.00,83.47,9.61,0.7823,True,0.4907,2,0.8536,0.6231,True
10428,Management,11-3121.00,24.82,38.47,0.2715,False,0.1894,1,0.9341,0.5148,False
10429,Education,25-1072.00,8.01,26.16,0.1994,False,0.3541,4,0.7601,0.8394,False
10430,Office Support,23-1012.00,69.48,38.56,0.5828,True,0.6133,3,0.5265,0.4774,True
10431,Office Support,39-6011.00,68.46,29.51,0.6977,True,0.5123,1,0.596,0.6982,False
10432,Office Support,25-9044.00,80.57,23.93,0.8056,True,0.3563,2,0.6549,1.0,True
10433,Office Support,47-2151.00,65.06,21.46,0.7871,False,0.6325,4,0.6745,0.6664,False
10434,Sales,53-3031.00,15.04,41.15,0.0,False,0.514,4,0.5009,0.5923,False
10435,Office Support,33-3011.00,78.41,22.54,0.7769,True,0.4414,4,0.8106,1.0,True
10436,Office Support,51-6099.00,92.88,20.68,0.8005,True,0.2783,5,0.8607,0.827,True
10437,Office Support,13-2052.00,78.86,7.27,0.8072,True,0.1791,4,0.7921,0.7699,True
10438,Technology/Computer,27-1027.00,29.2,52.1,0.3158,True,0.548,3,0.5684,1.0,False
10439,Life/Physical Science,19-3099.00,17.91,13.7,0.0938,True,0.3755,1,0.1333,0.3391,False
10440,Office Support,29-2043.00,72.08,29.45,0.6906,False,0.6587,1,0.8113,0.6276,False
10441,Office Support,53-6031.00,74.66,26.61,0.7983,True,0.5561,4,0.6312,0.0,True
10442,Office Support,43-4199.00,87.16,28.88,0.8596,False,0.7276,3,0.8052,0.494,False
10443,Food Service,35-1011.00,0.0,4.3,0.0,False,0.5844,3,0.6932,0.2024,False
10444,Sales,41-4011.00,20.22,37.24,0.1829,True,0.8701,2,0.5694,0.1263,False
10445,Technology/Computer,15-1255.00,11.12,51.54,0.0964,True,1.0,2,0.047,0.4381,False
10446,Office Support,49-9043.00,78.11,7.64,0.646,True,0.7051,3,0.5941,1.0,True
10447,Education,25-1063.00,26.32,23.01,0.3542,False,0.4534,2,0.628,0.7364,False
10448,Office Support,29-9091.00,80.33,29.4,0.7687,True,1.0,3,0.6244,0.1258,True
10449,Office Support,29-1024.00,73.66,28.31,0.6123,True,0.2681,2,1.0,0.009,True
10450,Office Support,51-9071.00,69.94,17.92,0.8605,False,0.4197,3,0.7344,0.653,False
10451,Arts & Design,25-4022.00,26.44,32.43,0.3637,False,0.5258,3,0.7179,0.5565,False
10452,Office Support,55-3013.00,73.35,25.73,0.8204,True,0.3294,5,0.6125,0.1657,True
10453,Office Support,49-2095.00,58.89,15.57,0.5652,True,0.5501,4,0.7452,0.8375,True
10454,Technology/Computer,13-2099.01,43.56,36.73,0.3401,True,0.6031,4,0.7019,0.3589,False
10455,Office Support,25-3041.00,58.55,24.07,0.5908,True,0.2546,3,0.5501,0.3916,False
10456,Office Support,19-3092.00,71.93,23.04,0.7081,True,0.3573,4,0.7003,0.5931,True
10457,Construction,47-1011.00,17.33,8.09,0.1274,True,0.892,3,0.6935,0.4541,False
10458,Food Service,51-3091.00,0.0,9.48,0.0,False,0.5272,1,0.6988,0.8998,False
10459,Management,19-1031.02,3.13,41.11,0.2426,True,0.5199,2,0.8345,0.3203,False
10460,Healthcare Practitioners,29-1161.00,30.49,22.18,0.4369,False,0.5597,1,0.8197,0.2181,False
10461,Office Support,29-1218.00,56.3,16.37,0.5545,True,0.666,2,1.0,0.0,True
10462,Healthcare Practitioners,31-9011.00,8.15,21.79,0.0119,False,0.5412,4,0.7743,0.425,False
10463,Management,11-3061.00,18.84,20.39,0.1036,False,1.0,3,0.7058,0.8713,False
10464,Office Support,55-2011.00,70.97,9.12,0.8479,False,0.5167,3,0.7163,0.3049,False
10465,Office Support,39-7011.00,70.49,27.53,0.7538,True,0.7037,1,0.4298,0.6863,True
10466,Technology/Computer,29-1171.00,22.17,51.3,0.1949,True,0.6938,3,0.7547,0.8591,True
10467,Healthcare Practitioners,45-2092.00,12.86,21.78,0.3006,False,0.7817,4,0.6024,0.819,False
10468,Arts & Design,27-1014.00,0.0,47.33,0.1184,True,0.7147,1,0.5592,1.0,False
10469,Office Support,15-1299.04,82.08,10.9,0.8996,True,0.2588,1,0.8902,0.8619,True
10470,Healthcare Practitioners,21-1013.00,6.42,18.91,0.1457,False,0.3894,2,0.9315,0.3937,False
10471,Architecture & Engineering,17-2031.00,0.0,19.76,0.0,True,0.1325,2,0.9143,0.0,False
10472,Office Support,43-9041.00,86.99,23.8,0.8602,True,0.0312,2,0.6271,0.458,True
10473,Office Support,19-4021.00,61.72,17.77,0.6002,True,0.6756,2,0.7536,0.6118,False
10474,Technology/Computer,25-1124.00,24.95,41.67,0.2389,False,0.541,1,0.7147,0.724,False
10475,Office Support,29-1229.01,63.92,18.6,0.5618,False,0.6036,3,0.8893,0.1911,True
10476,Office Support,19-2041.03,80.43,25.98,0.6012,True,0.6367,5,0.6765,1.0,True
10477,Production,51-9124.00,10.98,22.33,0.1296,False,0.2717,3,0.8278,0.2058,False
10478,Food Service,35-3023.00,2.03,0.0,0.1331,False,0.623,3,0.3755,0.7817,False
10479,Production,27-4031.00,19.84,13.8,0.2156,False,0.4507,1,0.8017,0.0,False
10480,Production,51-9191.00,17.14,31.02,0.1075,False,0.7142,1,0.5398,0.6694,False
10481,Office Support,17-3029.08,85.73,30.26,0.9886,True,0.6645,5,0.744,0.0,True
10482,Arts & Design,27-1029.00,30.59,40.36,0.1613,True,0.9664,3,0.378,0.3192,False
10483,Production,45-2091.00,15.96,4.98,0.1347,False,0.8155,1,0.7837,0.8519,False
10484,Education,25-2058.00,11.74,10.67,0.1559,False,0.2002,5,0.6926,0.6096,False
10485,Office Support,43-4011.00,76.39,24.33,0.831,True,0.535,3,0.4866,0.1555,True
10486,Office Support,49-9064.00,77.27,29.25,0.7894,True,0.0793,3,0.6871,0.6462,True
10487,Production,47-5044.00,5.29,33.95,0.1049,True,0.4654,3,0.5442,0.2137,False
10488,Office Support,51-2051.00,83.25,13.26,0.9315,True,0.3771,5,0.6827,0.2422,True
10489,Healthcare Practitioners,21-1022.00,13.36,8.87,0.0296,False,0.4566,2,0.7966,0.1873,False
10490,Technology/Computer,35-2012.00,1.76,38.0,0.0516,True,0.4181,5,0.7352,0.8147,False
10491,Technology/Computer,37-2011.00,11.7,40.95,0.0823,False,0.2558,2,0.6836,0.4776,False
10492,Technology/Computer,27-3041.00,27.88,45.86,0.3699,True,0.7397,3,0.7608,0.7896,False
10493,Office Support,53-3054.00,82.52,29.51,0.8139,False,0.2443,3,0.7173,0.4581,True
10494,Education,25-1064.00,21.31,27.11,0.0865,True,0.9015,2,0.6332,0.3424,False
10495,Office Support,45-1011.00,76.47,34.0,0.8084,False,0.617,2,0.7945,0.5836,False
10496,Technology/Computer,55-1019.00,13.17,48.48,0.3232,True,0.2336,3,0.1979,0.1522,False
10497,Healthcare Practitioners,19-5012.00,8.78,7.99,0.0,False,0.4214,3,0.9358,0.647,False
10498,Office Support,51-7032.00,79.05,25.43,0.8154,True,0.5358,2,0.7225,0.2631,True
10499,Production,53-7041.00,17.46,22.0,0.2865,False,0.6208,1,0.6363,0.334,False
10500,Office Support,27-2022.00,77.88,15.14,0.843,True,0.4898,1,0.7371,0.0,True
10501,Office Support,31-1133.00,77.25,10.37,0.7486,True,0.304,3,0.6524,0.4559,False
10502,Office Support,51-9071.06,60.14,20.41,0.6898,False,0.438,2,0.6532,0.5537,False
10503,Production,47-5049.00,9.44,10.85,0.0,False,0.4633,1,0.1363,0.4545,False
10504,Technology/Computer,51-2041.00,9.38,50.42,0.2859,True,0.3491,3,0.6528,0.4651,False
10505,Office Support,53-6032.00,74.96,19.15,0.6569,False,0.4475,1,0.7229,0.6251,True
10506,Office Support,13-1041.01,67.3,17.79,0.7356,True,0.7032,3,0.7115,0.1549,True
10507,Education,25-1064.00,3.86,28.2,0.0422,False,0.4115,1,0.8033,0.0,False
10508,Construction,47-1011.00,9.39,12.11,0.0,False,1.0,3,0.7578,0.4858,True
10509,Healthcare Practitioners,29-1129.00,13.79,39.81,0.1927,False,0.8063,1,0.4673,0.8746,False
10510,Technology/Computer,17-2061.00,9.48,58.01,0.1065,True,0.6385,1,0.875,0.6573,False
10511,Office Support,39-5012.00,86.59,20.0,0.8906,True,1.0,1,0.5922,0.8208,True
10512,Office Support,51-3022.00,62.89,31.4,0.5793,False,1.0,1,0.6013,0.4855,False
10513,Technology/Computer,27-2021.00,14.27,44.03,0.1998,True,0.3948,4,1.0,0.5925,False
10514,Life/Physical Science,19-3099.00,13.64,32.21,0.0402,False,0.4492,4,0.0565,0.3377,False
10515,Office Support,47-2152.04,86.93,23.89,0.8301,True,1.0,1,0.5689,0.0,False
10516,Office Support,31-9099.02,49.4,27.76,0.5769,True,0.2005,4,0.9614,0.699,False
10517,Education,25-1194.00,28.36,21.85,0.1702,True,0.3732,3,0.8311,0.3463,False
10518,Healthcare Practitioners,31-9099.00,0.0,17.74,0.0,False,0.9897,1,0.0,0.5951,False
10519,Office Support,15-2041.01,72.01,27.4,0.7,True,0.4209,3,0.6433,0.1132,True
10520,Office Support,51-2021.00,68.5,25.22,0.8823,True,0.5073,3,0.5245,0.3495,True
10521,Office Support,29-2056.00,65.25,24.54,0.6174,False,0.8576,1,0.4323,1.0,False
10522,Office Support,19-3091.00,78.6,8.48,0.8064,True,0.7597,3,0.7375,0.3809,False
10523,Office Support,41-2011.00,71.28,17.15,0.8151,True,0.1776,1,0.3928,0.3015,True
10524,Office Support,47-4071.00,59.65,15.15,0.6419,True,0.3452,5,0.5432,0.7803,True
10525,Office Support,51-3023.00,77.13,18.13,0.8287,True,0.8315,3,0.3868,0.5911,True
10526,Office Support,51-3022.00,76.05,11.2,0.8044,True,0.6525,3,0.7504,0.5574,True
10527,Office Support,49-9091.00,95.22,23.11,1.0,True,0.4646,5,0.5904,0.5496,True
10528,Office Support,49-2097.00,84.64,2.71,0.7795,True,0.9037,1,0.6866,0.1063,False
10529,Office Support,19-1031.03,59.86,19.43,0.5925,True,0.0506,5,0.7773,0.5229,True
10530,Healthcare Practitioners,19-2041.00,28.89,24.29,0.4238,False,0.1253,3,0.8037,0.2603,False
10531,Office Support,53-7062.04,67.46,23.35,0.689,True,0.0337,3,0.7377,0.5775,True
10532,Office Support,25-9043.00,82.94,21.26,0.8126,True,0.9544,5,0.5936,0.5486,True
